Crop_Type,Soil_Type,Farm_Size_Acres,Irrigation_Available,Soil_pH,Soil_Nitrogen,Soil_Organic_Matter,Temperature,Rainfall,Humidity,Compatible
Til,Laterite soils,60.02344822552675,0,6.66,196.68461063428768,1.6314438342398223,30.0,905.16,68.02,0
Pea,Alluvial soils,16.94988061339748,1,6.89,184.5564527018232,4.554417666294789,23.24,800.4,66.62,1
Jwar,Alluvial soils,50.27501027132872,0,6.66,103.71091740391591,4.248261783890516,23.38,941.77,64.76,0
Urd,Black soils,30.25969736488654,0,5.66,28.04568065397041,1.8011830369833524,28.99,909.46,87.62,0
Masoor,Red and Yellow soils,63.29267823677274,1,5.71,149.29521124251127,1.6236523171898996,21.89,871.99,60.47,1
Tiwra,Alluvial soils,42.73461385557504,1,6.78,46.60885970748865,2.3240919163041704,29.39,805.9,73.09,0
Pea,Red and Yellow soils,43.446323388532846,0,6.77,141.32630646402174,3.2583353976805944,28.26,794.79,67.58,0
Wheat,Laterite soils,7.276797004040833,0,5.87,117.16853925930828,3.99316410162361,26.21,811.8,83.29,0
Rice,Laterite soils,83.8775957011866,1,5.57,34.37576356945297,2.294909994831729,28.2,873.16,73.03,0
Rice,Alluvial soils,36.01014845087093,0,5.99,95.5705372998716,0.9837850209673618,23.04,904.31,78.66,0
Urd,Laterite soils,59.08990961897472,0,6.19,192.0845844938899,2.9650442270922275,23.95,962.94,60.59,0
Jwar,Alluvial soils,50.27501027132872,0,6.47,103.71091740391591,4.248261783890516,23.81,848.17,60.0,0
Kulthi,Red and Yellow soils,71.95464735059075,0,6.96,143.26123077544585,2.2065192855643185,25.3,810.06,78.93,0
Kulthi,Black soils,93.64418332139984,1,5.72,135.85787194702743,2.7374408939283854,28.61,812.45,86.66,1
Masoor,Red and Yellow soils,63.29267823677274,1,5.72,149.29521124251127,1.6236523171898996,20.49,872.3,62.98,1
Arhar,Alluvial soils,16.947340444794044,0,6.65,115.46353355361116,3.294811394244745,23.25,803.37,69.3,0
Pea,Laterite soils,23.804071407579336,1,6.51,131.24557260272172,3.669244395754899,28.97,848.07,81.7,1
Millets,Alluvial soils,43.70916466330876,1,5.58,39.41587779577248,2.043259526678144,26.03,929.05,89.04,0
Jwar,Alluvial soils,87.5833721223469,0,6.42,73.36725049269779,3.5742192788952645,28.24,819.96,62.1,0
Mustard,Alluvial soils,5.985936900346184,1,5.87,55.23498004685733,0.9143669321101572,23.94,883.34,69.23,1
Tiwra,Laterite soils,41.61828535466275,1,6.42,25.379723997991185,4.950763297623329,25.37,929.87,62.66,0
Jwar,Alluvial soils,3.1422931695712104,0,5.53,124.9568629244877,1.2982647039962512,26.46,967.17,79.83,0
Rice,Laterite soils,36.067847125393314,1,6.05,45.080516013725855,3.846756333323527,20.48,863.93,64.0,0
Millets,Black soils,3.6021924614231,0,6.27,20.467091914049288,0.5161914575404415,28.01,818.85,80.78,0
Arhar,Black soils,58.272667448535096,0,5.98,146.75311324207283,0.571651324312384,20.0,873.46,64.52,0
Wheat,Laterite soils,92.6074773325522,1,5.99,171.06465646258272,1.1677687279613973,24.82,833.73,81.17,1
Gram,Alluvial soils,92.8493387422751,1,6.84,64.25799140275164,4.914860850641632,27.81,812.55,74.15,1
Millets,Laterite soils,48.74312011750155,0,5.99,120.33880048951929,2.4768589850115967,20.0,935.53,75.22,0
Tiwra,Black soils,14.00913180874091,1,5.5,192.864017307691,3.587869631963185,26.17,940.97,71.96,1
summer paddy,Alluvial soils,62.00398399717235,0,6.85,38.761830651487706,4.14766925501463,22.34,842.69,73.29,0
Til,Red and Yellow soils,83.59129485493202,0,6.3,36.09993908037054,0.925693566787786,23.53,950.49,62.41,0
Jwar,Black soils,43.34241591110462,0,6.05,55.8071284120974,4.114829632169133,20.81,806.9,81.22,0
Niger,Black soils,2.645006445988896,0,5.91,149.7523142684901,3.7486793601665775,25.18,947.92,69.75,0
Til,Black soils,85.01927690614711,0,6.69,142.2143460301832,3.3364185717505808,20.94,787.41,77.28,0
Wheat,Red and Yellow soils,50.91070048310331,0,5.86,70.3847309463337,4.94260898334276,26.87,863.23,78.65,0
Maize,Black soils,65.32355202698167,0,5.58,153.432927891906,1.8221311119500412,20.52,923.41,74.01,0
Niger,Alluvial soils,30.9149550672235,0,6.96,25.390180382606133,4.890082443067278,21.91,863.55,83.73,0
Kulthi,Laterite soils,6.566266666595126,1,6.51,182.44291675508293,2.3480193489739687,24.34,953.52,66.78,1
Maize,Red and Yellow soils,92.61970763557478,1,6.68,58.18133438986627,3.1266305880832834,28.77,822.98,62.81,0
Pea,Black soils,96.80767801393904,0,6.6,195.8016411514046,1.166165615757137,24.12,804.23,82.34,0
Rice,Laterite soils,6.748270550218036,0,6.08,153.16939920228737,1.174174578363922,26.34,917.2,62.2,0
Urd,Red and Yellow soils,45.498714553357374,0,6.8,78.41811791005178,2.4597531594443405,23.08,836.47,77.67,0
Kulthi,Black soils,64.62899831981025,0,6.53,83.52491651545493,1.5690018255421825,22.12,956.24,60.0,0
Wheat,Alluvial soils,86.54297981140141,0,7.0,108.46872549256152,3.65827855817515,20.01,915.23,63.01,0
Millets,Laterite soils,57.962788657384245,1,6.17,176.98515468543576,1.3308049793192296,30.0,840.9,78.99,1
summer paddy,Alluvial soils,80.44770135267859,0,6.7,29.64755058306169,4.7260075846814615,23.39,883.18,87.9,0
Masoor,Red and Yellow soils,15.573043648692993,0,5.5,40.394151236744186,2.3537196802479925,25.65,975.86,71.04,0
Jwar,Alluvial soils,93.969049183815,1,6.75,83.89046853013258,1.8300016425041368,24.54,887.0,82.47,1
Mustard,Black soils,8.188474407011933,1,6.94,47.59586392867045,2.8105878706836,20.0,885.03,65.25,0
Millets,Black soils,3.6021924614231,0,6.18,20.467091914049288,0.5161914575404415,25.74,842.16,83.41,0
Rice,Laterite soils,83.8775957011866,1,5.52,34.37576356945297,2.294909994831729,29.19,843.22,72.68,0
Tiwra,Laterite soils,99.79302285723834,1,6.24,28.356863022535748,2.7788430905388597,24.44,816.71,90.0,0
Pea,Alluvial soils,63.2123421474168,1,6.11,30.08992185887418,2.1099619017340947,28.24,965.4,65.3,0
Moong,Laterite soils,1.3350146708237651,0,5.89,27.21836674974315,4.5485522285277975,27.36,964.11,66.28,0
Jwar,Alluvial soils,87.5833721223469,0,6.52,73.36725049269779,3.5742192788952645,30.0,868.64,61.18,0
Tiwra,Alluvial soils,42.73461385557504,1,6.44,46.60885970748865,2.3240919163041704,27.62,824.87,75.98,0
Urd,Laterite soils,66.47259153046967,1,6.61,141.76502902740526,2.4215107907859093,29.51,919.21,65.19,1
Pea,Red and Yellow soils,21.55979018755156,0,6.59,77.78609298703317,3.689048046868987,23.31,913.17,64.64,0
Arhar,Black soils,58.272667448535096,0,5.85,146.75311324207283,0.571651324312384,20.18,838.51,65.54,0
Maize,Black soils,19.463557757075588,0,6.59,125.4704718867283,2.598418486481846,22.41,855.8,79.88,0
Jwar,Black soils,85.02489644764282,0,6.04,141.69070379804322,2.338065364164532,24.49,898.24,66.53,0
Wheat,Alluvial soils,19.530682289860536,0,6.11,40.60874305282016,2.7283560112256846,25.09,866.02,83.25,0
Groundnut,Alluvial soils,76.89512894880215,0,6.87,111.20094863538525,4.241037869145725,20.34,920.95,69.97,0
summer paddy,Alluvial soils,68.88862950071787,1,6.14,73.83428244149384,0.5966557233781861,25.44,815.76,79.33,1
Jwar,Red and Yellow soils,28.76255629578411,1,5.99,177.41725250309972,0.8627567390016935,24.43,877.86,70.55,1
Gram,Red and Yellow soils,82.07588905682253,0,6.6,18.009491866681152,3.233362891898263,21.22,786.75,78.23,0
Niger,Laterite soils,58.342897767539576,0,6.11,30.396351069572987,0.6188329381507388,24.07,806.89,83.36,0
Moong,Red and Yellow soils,6.70159104623501,0,6.53,154.37849353994258,1.4738508434764648,20.0,920.55,60.35,0
Mustard,Black soils,48.223606509415184,0,5.57,42.21612474828965,3.626063543977249,26.83,936.2,76.6,0
summer paddy,Red and Yellow soils,23.656969306526207,1,6.53,160.81222387384514,2.887401159556615,28.75,899.4,60.0,1
Kulthi,Alluvial soils,92.5492169547469,1,7.0,172.39818815807868,1.6613788159021248,27.28,794.04,85.81,1
Kulthi,Alluvial soils,92.5492169547469,1,7.0,172.39818815807868,1.6613788159021248,27.71,884.8,84.55,1
Soybean,Black soils,76.5747447185727,0,6.24,55.80956789226062,1.6624085030446671,20.93,913.0,89.47,0
Millets,Laterite soils,19.45015786212121,1,6.79,27.201414090139878,0.6815101265907944,22.62,871.69,82.69,0
Millets,Red and Yellow soils,68.53613344912503,1,6.88,145.54578088551114,2.7638146457013453,21.44,862.04,64.44,1
Millets,Red and Yellow soils,70.98318926589636,1,6.94,74.80825570491946,3.7312992983988873,26.86,813.17,60.32,1
Soybean,Black soils,80.18699184832587,1,6.24,66.79895680678409,2.870925046781913,28.89,802.19,85.98,1
Millets,Alluvial soils,43.70916466330876,1,6.0,39.41587779577248,2.043259526678144,25.28,950.25,86.81,0
Moong,Laterite soils,1.3350146708237651,0,6.02,27.21836674974315,4.5485522285277975,27.39,857.0,66.28,0
Soybean,Black soils,99.34559799516776,0,6.9,135.6931179241448,1.381824872493303,21.36,918.75,72.36,0
Gram,Black soils,48.6773164556799,1,5.76,69.28313557959125,2.0201114088284804,21.73,899.61,75.73,1
Kulthi,Black soils,67.84108048066902,1,6.65,44.23042527392003,2.349613359680567,23.41,855.87,83.19,0
Gram,Red and Yellow soils,82.07588905682253,0,6.56,18.009491866681152,3.233362891898263,20.89,831.01,76.11,0
Til,Laterite soils,60.02344822552675,0,6.65,196.68461063428768,1.6314438342398223,30.0,790.78,73.77,0
Jwar,Laterite soils,20.52338382586908,0,6.71,39.04821267421946,2.0258284690301904,24.85,784.67,74.42,0
Groundnut,Red and Yellow soils,44.10436539094836,0,5.65,191.6079760172045,1.0565774612663703,22.18,976.41,68.32,0
Rice,Black soils,52.65669190477372,1,6.27,134.8384120738132,3.631008437924299,28.95,883.8,66.87,1
Rice,Red and Yellow soils,94.9606118039142,0,5.5,54.1128672085785,1.619877527026648,23.05,974.22,61.03,0
Kulthi,Laterite soils,97.05327118037404,1,6.78,33.70437264492988,4.118308574057645,24.14,779.38,78.83,0
Maize,Alluvial soils,14.964041185953416,1,6.83,139.1026557896301,1.843602189402552,28.5,933.29,71.94,1
Maize,Black soils,25.60173042272508,1,7.0,165.05125349950538,2.360850866018045,27.48,843.99,64.9,1
Kulthi,Alluvial soils,67.60628023713699,0,5.51,34.05724834084618,3.7087473186135087,30.0,851.26,61.22,0
Millets,Red and Yellow soils,70.98318926589636,1,6.63,74.80825570491946,3.7312992983988873,25.98,806.67,62.52,1
Urd,Black soils,54.97589680292262,1,5.98,182.3901767961132,0.6312941161897548,25.41,917.33,88.17,0
Soybean,Red and Yellow soils,64.9013741262986,0,5.97,175.0559582444221,3.45476106865228,22.05,846.35,74.36,0
Masoor,Red and Yellow soils,42.05432526241285,0,7.0,90.60728467834542,3.089700259916918,23.81,806.19,65.5,0
Soybean,Red and Yellow soils,64.9013741262986,0,5.69,175.0559582444221,3.45476106865228,22.06,896.65,71.28,0
Niger,Black soils,2.645006445988896,0,6.12,149.7523142684901,3.7486793601665775,24.89,852.07,75.08,0
Wheat,Red and Yellow soils,45.9958564972776,0,6.19,199.4706146791189,3.097939236387041,29.48,932.06,62.18,0
Jwar,Black soils,43.34241591110462,0,5.99,55.8071284120974,4.114829632169133,20.0,925.98,81.23,0
Millets,Alluvial soils,45.51927766356464,0,6.23,17.637805914713663,4.038528886844827,22.95,885.53,63.73,0
Masoor,Red and Yellow soils,15.573043648692993,0,5.62,40.394151236744186,2.3537196802479925,27.38,973.27,68.63,0
Niger,Black soils,37.31419938079141,1,7.0,132.93729695324475,2.649581196463151,23.97,874.52,82.43,1
Jwar,Black soils,85.02489644764282,0,5.85,141.69070379804322,2.338065364164532,27.08,877.38,65.57,0
Groundnut,Red and Yellow soils,96.74499664722,1,5.8,178.92269764733769,2.42511046193267,29.01,816.47,86.0,1
Rice,Red and Yellow soils,65.11829897838918,0,6.78,175.61385743537613,1.910934434431556,27.75,877.16,70.09,0
Niger,Alluvial soils,30.9149550672235,0,6.85,25.390180382606133,4.890082443067278,20.0,859.41,77.86,0
Millets,Laterite soils,69.8935704948745,0,6.61,32.32819760191878,3.248766454068652,25.28,876.25,86.33,0
summer paddy,Laterite soils,57.82058689786627,0,6.14,53.81319082011551,2.8357837897845606,21.22,875.46,79.0,0
Arhar,Alluvial soils,91.85485510003234,0,6.23,76.53287840752338,1.2994679672213083,29.96,932.9,83.51,0
Millets,Alluvial soils,43.70916466330876,1,5.59,39.41587779577248,2.043259526678144,27.71,922.3,90.0,0
Gram,Alluvial soils,96.98944330900548,0,6.49,18.44939670465994,1.562279272549458,23.01,830.27,71.56,0
Wheat,Red and Yellow soils,50.91070048310331,0,5.95,70.3847309463337,4.94260898334276,25.42,932.06,85.13,0
Jwar,Black soils,13.99127022595174,1,6.28,96.4732462540386,1.8688803337971989,24.16,930.7,71.51,1
Til,Alluvial soils,48.12232243119416,1,5.72,159.19400511003866,4.48088955820164,20.0,957.57,76.71,1
Groundnut,Laterite soils,47.3154015978025,0,6.05,163.00709664528063,2.6080442594736524,22.4,900.66,60.0,0
Jwar,Alluvial soils,75.59152131396844,1,6.43,79.91476651727123,4.875495742078561,20.0,893.15,73.18,1
Pea,Black soils,94.11254095151456,0,6.68,74.32011188400841,3.278071802192412,25.21,912.66,82.44,0
Tiwra,Alluvial soils,94.65421714056572,0,5.62,98.95128901135244,3.864899065380877,21.74,894.41,89.06,0
Jwar,Black soils,13.99127022595174,1,6.35,96.4732462540386,1.8688803337971989,23.58,845.93,74.78,1
Pea,Black soils,96.80767801393904,0,6.34,195.8016411514046,1.166165615757137,22.61,874.91,81.78,0
Gram,Laterite soils,25.539681660071125,1,6.79,24.59636681009846,2.769413193485069,22.09,846.09,79.22,0
Millets,Laterite soils,57.962788657384245,1,6.07,176.98515468543576,1.3308049793192296,29.64,875.07,81.36,1
Mustard,Alluvial soils,29.138359213116704,0,6.35,163.4305505984715,3.5913293882148416,26.65,885.43,65.47,0
Groundnut,Laterite soils,81.6554741475988,1,7.0,86.15027954705378,1.14379756440237,25.56,779.88,71.61,1
Rice,Black soils,68.42984036578169,0,6.61,121.15296547268264,2.6923847070482827,29.99,843.53,85.69,0
Kulthi,Black soils,39.49071677717886,0,5.96,60.39751234176016,3.8970756841866954,26.56,923.36,70.34,0
Soybean,Red and Yellow soils,64.9013741262986,0,5.86,175.0559582444221,3.45476106865228,22.64,923.41,73.65,0
Kulthi,Laterite soils,20.90726535219855,0,6.9,98.52331092318568,2.606152200854422,23.14,799.27,78.96,0
Millets,Laterite soils,19.45015786212121,1,6.59,27.201414090139878,0.6815101265907944,21.32,800.8,82.6,0
Mustard,Alluvial soils,2.3002039972834387,0,6.76,145.61959193869544,2.519545815592032,24.51,823.44,78.18,0
summer paddy,Laterite soils,57.82058689786627,0,6.14,53.81319082011551,2.8357837897845606,20.0,933.23,75.21,0
Millets,Alluvial soils,11.562316984377864,1,6.17,36.32941582572472,4.6043699786807775,24.04,863.53,63.68,0
Maize,Black soils,87.75885918969198,0,5.52,139.78469040599293,1.3665129133839682,27.1,969.92,87.06,0
Pea,Alluvial soils,17.17303816819014,0,5.5,163.3134475429299,2.644391106796571,26.88,967.65,65.52,0
Urd,Black soils,11.274410889490516,0,6.91,112.43829037819636,4.276394728505107,28.18,805.68,82.27,0
Mustard,Alluvial soils,29.138359213116704,0,6.17,163.4305505984715,3.5913293882148416,26.64,865.8,60.0,0
Jwar,Laterite soils,83.27429064883648,1,5.94,66.97405545052723,4.904528295647274,24.45,822.58,67.19,1
summer paddy,Alluvial soils,7.078898910240252,1,5.5,133.05676737201873,2.8391106476553305,23.25,868.87,88.91,0
Til,Laterite soils,72.63236990744744,0,5.96,91.21425103639508,0.6719788045907025,28.99,974.05,65.26,0
Moong,Laterite soils,75.26532755569725,1,5.67,43.65731320402202,3.3010974637817863,27.75,962.19,66.61,0
Wheat,Alluvial soils,54.78604267673645,0,6.6,83.84981090417665,4.083958299034335,22.5,834.37,87.03,0
Niger,Alluvial soils,30.9149550672235,0,7.0,25.390180382606133,4.890082443067278,21.15,886.23,79.09,0
Rice,Laterite soils,36.067847125393314,1,5.94,45.080516013725855,3.846756333323527,21.15,863.31,64.64,0
Mustard,Laterite soils,2.422650386748149,1,5.58,50.003662732995785,1.3339062519960363,28.74,891.75,62.38,1
Jwar,Alluvial soils,25.85682337890519,1,5.69,102.61050271033608,4.377680196883321,25.97,910.46,85.19,0
Jwar,Laterite soils,83.11521733640478,1,6.14,135.05875811788147,2.826652317689744,26.89,970.25,60.0,1
Niger,Black soils,41.79287336304921,0,7.0,54.696853754845804,1.7969102556076575,25.03,785.7,72.07,0
Gram,Alluvial soils,44.36061613463463,1,5.5,51.92836348552057,1.185780320544819,22.22,903.3,73.65,1
Tiwra,Black soils,94.76385180041332,0,6.43,110.7678118617717,0.8166051320582242,28.94,781.81,88.94,0
Jwar,Red and Yellow soils,14.921019331346107,0,5.85,199.58265014089395,3.3401633423800927,21.68,845.81,87.78,0
Tiwra,Laterite soils,99.79302285723834,1,6.26,28.356863022535748,2.7788430905388597,24.14,931.84,84.85,0
Maize,Black soils,38.61061367320439,0,6.28,170.31722106664762,0.5080767595702489,23.96,818.85,70.93,0
Masoor,Red and Yellow soils,42.05432526241285,0,7.0,90.60728467834542,3.089700259916918,24.07,786.03,62.58,0
Rice,Red and Yellow soils,94.9606118039142,0,5.62,54.1128672085785,1.619877527026648,22.38,874.18,61.04,0
Arhar,Red and Yellow soils,86.86720496550913,0,6.03,40.99567176940299,0.9693659789832094,24.56,883.24,82.77,0
Mustard,Black soils,8.188474407011933,1,6.82,47.59586392867045,2.8105878706836,20.82,848.12,62.5,0
Kulthi,Laterite soils,97.05327118037404,1,6.95,33.70437264492988,4.118308574057645,25.7,785.41,78.92,0
Urd,Laterite soils,56.01656404336428,1,5.82,169.6786697669429,1.2509461554512062,28.99,871.8,77.54,1
Soybean,Black soils,80.18699184832587,1,6.02,66.79895680678409,2.870925046781913,29.44,915.32,83.83,1
Rice,Red and Yellow soils,7.996150840499768,0,6.66,73.07030318124619,1.7926143362906817,27.01,796.42,77.79,0
Tiwra,Alluvial soils,42.73461385557504,1,6.6,46.60885970748865,2.3240919163041704,27.91,820.41,72.79,0
Urd,Alluvial soils,18.245949358971803,1,6.21,144.86143436361849,4.22251584341133,28.1,896.66,71.42,1
Til,Alluvial soils,74.9101007065359,0,6.39,139.00895124661432,4.160729142666699,25.65,828.24,86.44,0
Moong,Red and Yellow soils,40.84306264961799,1,6.45,123.39168044535634,4.282926461335064,22.95,916.97,64.85,1
Jwar,Alluvial soils,50.27501027132872,0,6.32,103.71091740391591,4.248261783890516,21.41,932.63,63.37,0
Kulthi,Red and Yellow soils,4.874093193902079,0,5.96,58.01984131719706,1.2796791167350348,21.06,894.38,83.09,0
Maize,Red and Yellow soils,92.61970763557478,1,6.75,58.18133438986627,3.1266305880832834,29.57,796.83,63.86,0
Millets,Black soils,51.93747983054598,1,6.1,147.6076818611602,3.4815759318038104,23.69,904.31,87.65,1
Millets,Laterite soils,40.123933186942935,1,5.99,78.28259692949361,2.6365415718597265,24.59,973.6,69.27,1
Groundnut,Alluvial soils,7.595586649378683,1,6.67,32.52112578042177,2.090866635406147,21.59,893.99,60.57,0
summer paddy,Alluvial soils,62.00398399717235,0,6.65,38.761830651487706,4.14766925501463,22.88,815.61,79.48,0
Masoor,Alluvial soils,88.17766186897569,0,5.66,13.862974164951854,3.4365674693025685,24.65,932.96,80.74,0
Mustard,Laterite soils,2.422650386748149,1,5.87,50.003662732995785,1.3339062519960363,27.2,910.88,61.32,1
Til,Black soils,85.01927690614711,0,6.51,142.2143460301832,3.3364185717505808,20.0,892.85,73.47,0
Pea,Red and Yellow soils,14.258821823399837,1,6.73,181.6323051076012,4.302368943900499,27.9,942.36,63.41,1
Soybean,Alluvial soils,73.18122507589274,0,5.54,84.15235572039454,4.546057014434088,23.81,954.47,88.9,0
Gram,Black soils,43.903327920986655,1,6.94,153.1401018257682,2.190934023980345,25.71,862.05,78.87,1
Til,Black soils,72.8747310808644,1,6.51,23.94593504567197,0.5056538319244093,20.0,837.17,88.06,0
Gram,Black soils,78.84309895532813,1,6.04,101.37659921705163,0.5595492491183836,20.16,928.96,77.22,0
Mustard,Laterite soils,50.57716960311954,0,5.79,79.28921525200687,1.641631398260391,27.16,874.09,85.98,0
Rice,Alluvial soils,36.01014845087093,0,5.75,95.5705372998716,0.9837850209673618,22.06,849.2,79.69,0
Millets,Black soils,3.6021924614231,0,6.3,20.467091914049288,0.5161914575404415,25.68,908.41,79.28,0
Kulthi,Laterite soils,1.9575813458450015,0,6.08,135.07179394615684,2.663615249026792,22.19,862.04,77.82,0
Wheat,Red and Yellow soils,19.63023274762661,0,5.9,132.24686057442185,4.182026033346189,29.22,964.0,68.79,0
Kulthi,Laterite soils,97.05327118037404,1,6.97,33.70437264492988,4.118308574057645,27.0,905.76,74.91,0
Maize,Laterite soils,32.09495506812422,0,6.93,71.06637841499042,4.98667080551723,22.69,872.95,67.69,0
summer paddy,Laterite soils,97.19340985732984,0,7.0,109.52068301196128,2.3271442877923745,28.35,802.6,70.11,0
Maize,Red and Yellow soils,92.61970763557478,1,6.76,58.18133438986627,3.1266305880832834,28.98,902.6,64.86,0
Urd,Alluvial soils,37.78258122050927,1,5.82,46.08242628582618,2.6125853106729853,29.5,938.73,74.44,0
Niger,Black soils,30.080933360930537,0,5.88,52.22680121536878,1.086363801815192,26.33,955.16,68.15,0
Pea,Alluvial soils,17.17303816819014,0,5.64,163.3134475429299,2.644391106796571,26.38,844.21,71.79,0
Soybean,Alluvial soils,73.18122507589274,0,6.01,84.15235572039454,4.546057014434088,24.86,854.03,82.9,0
Urd,Red and Yellow soils,80.12909695909734,0,7.0,70.99504826835619,4.201089365152599,28.43,782.53,81.05,0
Arhar,Laterite soils,70.69460626460166,0,6.52,128.31657060515244,4.766392383485942,25.99,832.08,90.0,0
Tiwra,Alluvial soils,28.87196897058254,0,6.66,17.161441426265586,4.476599320211214,29.25,845.13,71.69,0
Masoor,Red and Yellow soils,63.29267823677274,1,5.59,149.29521124251127,1.6236523171898996,21.58,966.07,62.91,1
Jwar,Alluvial soils,87.5833721223469,0,6.6,73.36725049269779,3.5742192788952645,29.67,933.83,64.8,0
Til,Red and Yellow soils,85.94972915026943,1,5.6,124.22027903539907,4.9855581453472375,20.87,831.25,81.09,1
Maize,Red and Yellow soils,83.97676737225935,0,5.5,174.8228236194111,1.95984723189331,25.21,836.99,78.89,0
Pea,Red and Yellow soils,62.89562385255008,1,6.22,137.36228110423383,3.989132493505775,25.91,806.56,83.57,0
Mustard,Black soils,8.188474407011933,1,7.0,47.59586392867045,2.8105878706836,20.53,847.85,64.6,0
Millets,Alluvial soils,23.54097596703025,1,6.54,57.43568008837477,1.5978107189656572,25.89,924.73,83.5,1
Kulthi,Laterite soils,93.89813650383569,0,6.83,193.230305006838,2.25817436042408,29.61,891.78,61.11,0
Tiwra,Red and Yellow soils,16.381665237746383,1,5.91,84.8078611948209,1.039182547558261,27.36,926.66,75.99,0
Niger,Black soils,41.79287336304921,0,6.91,54.696853754845804,1.7969102556076575,23.76,921.68,68.49,0
Tiwra,Laterite soils,99.79302285723834,1,6.13,28.356863022535748,2.7788430905388597,26.03,797.55,90.0,0
Millets,Black soils,3.6021924614231,0,5.88,20.467091914049288,0.5161914575404415,26.29,925.81,82.83,0
Jwar,Red and Yellow soils,28.76255629578411,1,6.24,177.41725250309972,0.8627567390016935,26.27,923.84,66.69,1
Groundnut,Alluvial soils,51.66383286816028,0,6.39,98.78595372126168,1.518977035891242,22.83,849.07,66.06,0
Moong,Black soils,75.01023382812153,1,7.0,27.654315800797047,2.046099335099027,28.55,918.49,67.21,0
Gram,Alluvial soils,96.9050114005799,0,6.7,122.13502087504426,2.056511701070491,22.03,787.07,90.0,0
Pea,Alluvial soils,17.17303816819014,0,5.59,163.3134475429299,2.644391106796571,26.36,849.46,70.14,0
