Crop_Type,Soil_Type,Farm_Size_Acres,Irrigation_Available,Soil_pH,Soil_Nitrogen,Soil_Organic_Matter,Temperature,Rainfall,Humidity,Compatible
Arhar,Alluvial soils,91.85485510003234,0,6.08,76.53287840752338,1.2994679672213083,30.0,866.9,84.1,0
Maize,Black soils,19.463557757075588,0,6.79,125.4704718867283,2.598418486481846,23.03,870.68,79.39,0
Urd,Black soils,54.97589680292262,1,5.99,182.3901767961132,0.6312941161897548,25.98,901.14,87.07,0
Moong,Black soils,70.46581678149187,0,5.51,21.66905565059997,4.032486033053475,20.43,961.26,80.46,0
Gram,Alluvial soils,96.9050114005799,0,6.48,122.13502087504426,2.056511701070491,22.77,847.17,89.57,0
Mustard,Red and Yellow soils,47.35020570684794,1,6.63,14.979387934802954,2.7212244906205534,23.81,800.43,74.83,0
Groundnut,Alluvial soils,77.64734025846953,1,6.68,30.1290536211666,2.4437057909109408,21.84,800.62,60.88,0
Jwar,Black soils,65.54709453271963,1,6.23,14.774203291276631,4.843878235764788,27.52,832.9,78.38,0
Rice,Alluvial soils,49.78214071680444,0,6.76,54.89730595991944,1.04622923932641,21.73,817.64,76.3,0
Masoor,Black soils,95.87154982405876,1,6.52,129.9810832257704,0.5034414484512415,20.0,871.13,60.0,1
Millets,Red and Yellow soils,70.98318926589636,1,7.0,74.80825570491946,3.7312992983988873,27.79,861.57,60.81,1
Wheat,Alluvial soils,19.530682289860536,0,6.08,40.60874305282016,2.7283560112256846,24.47,857.1,81.69,0
Pea,Red and Yellow soils,21.55979018755156,0,6.62,77.78609298703317,3.689048046868987,23.76,849.87,60.33,0
Gram,Alluvial soils,11.03940647751555,0,6.77,53.34742166871745,2.74635152842651,26.32,839.4,68.95,0
Masoor,Black soils,56.607644110296,0,6.49,14.313069493331705,2.07281804952572,28.81,839.94,71.49,0
Moong,Laterite soils,66.7431644007017,1,6.09,36.37326995857885,1.941595947520944,22.89,828.13,78.21,0
Tiwra,Red and Yellow soils,49.47275930960727,1,6.73,64.97986652212177,4.40748983958334,25.73,854.21,87.45,0
summer paddy,Alluvial soils,5.634581766188527,1,6.24,70.69578532542236,3.804381772475503,21.15,903.54,76.78,1
Gram,Red and Yellow soils,19.447014158096326,0,6.94,144.3782799628782,2.1302329607260293,28.88,853.65,86.45,0
Masoor,Red and Yellow soils,42.05432526241285,0,7.0,90.60728467834542,3.089700259916918,24.29,921.4,69.48,0
Urd,Alluvial soils,18.245949358971803,1,6.59,144.86143436361849,4.22251584341133,26.34,836.97,70.32,1
Kulthi,Red and Yellow soils,71.95464735059075,0,6.81,143.26123077544585,2.2065192855643185,24.86,806.64,80.97,0
summer paddy,Laterite soils,68.33971322490649,1,6.9,21.80492518759846,3.622176401026044,22.4,802.51,76.31,0
Tiwra,Black soils,63.70051960241635,1,6.53,78.64897896002441,4.51494091656409,21.03,828.99,90.0,0
summer paddy,Alluvial soils,7.078898910240252,1,5.82,133.05676737201873,2.8391106476553305,25.67,876.29,81.07,0
Tiwra,Laterite soils,44.157514598221695,0,6.23,20.786220688080256,4.760647059177217,22.46,949.63,74.87,0
Pea,Laterite soils,23.44233244018282,0,5.97,87.75414749046334,4.298467138068505,23.0,889.32,88.22,0
Niger,Black soils,41.79287336304921,0,6.7,54.696853754845804,1.7969102556076575,23.59,793.69,68.23,0
Soybean,Black soils,39.78177453222698,0,5.67,94.97051601405003,2.865401887107058,25.43,953.09,68.2,0
Moong,Alluvial soils,72.89801626222972,0,6.14,147.08444454896002,1.630372576341142,29.33,893.37,64.14,0
Soybean,Red and Yellow soils,3.422005573134409,1,6.72,184.83881346960908,0.628547000211728,29.0,838.0,64.36,1
Urd,Red and Yellow soils,80.12909695909734,0,6.99,70.99504826835619,4.201089365152599,28.72,797.48,81.62,0
Kulthi,Laterite soils,97.05327118037404,1,7.0,33.70437264492988,4.118308574057645,25.74,924.81,71.07,0
Masoor,Alluvial soils,45.92043415033586,0,6.82,175.13241790304798,3.316894792035183,27.79,881.39,85.99,0
Arhar,Laterite soils,70.69460626460166,0,6.59,128.31657060515244,4.766392383485942,23.82,923.72,86.71,0
Tiwra,Alluvial soils,7.949464529363647,1,7.0,26.11128283567805,0.5044061015460503,20.92,882.37,80.75,0
Moong,Laterite soils,44.60788148262814,1,5.74,83.79284451275134,2.217174315777015,25.41,912.16,66.01,1
summer paddy,Red and Yellow soils,73.54687524942415,0,5.52,142.93725689571534,4.918276974920083,24.44,951.06,72.96,0
Jwar,Black soils,65.54709453271963,1,6.08,14.774203291276631,4.843878235764788,26.35,810.12,79.6,0
Tiwra,Alluvial soils,28.87196897058254,0,6.61,17.161441426265586,4.476599320211214,29.6,941.74,71.12,0
Til,Alluvial soils,20.130363157001845,1,5.99,96.39301275682372,3.99987462399122,24.33,901.16,68.32,1
Masoor,Black soils,57.674849565932185,0,6.43,50.45115979273248,1.5982455206728323,23.15,875.99,65.33,0
Pea,Red and Yellow soils,45.88200025350533,0,6.57,166.4197314414131,0.7604645881312596,25.73,831.7,69.32,0
Pea,Laterite soils,23.804071407579336,1,6.39,131.24557260272172,3.669244395754899,26.96,861.53,80.62,1
Jwar,Black soils,6.792207993494205,1,6.03,141.9426703662678,3.0373075279627453,26.2,839.82,83.3,0
Groundnut,Laterite soils,47.3154015978025,0,5.77,163.00709664528063,2.6080442594736524,20.57,899.48,60.0,0
Moong,Laterite soils,66.7431644007017,1,6.36,36.37326995857885,1.941595947520944,22.95,826.48,74.55,0
Gram,Red and Yellow soils,82.24193371365227,1,6.24,186.49446950562293,3.4182091680119338,20.0,883.13,62.33,1
Moong,Red and Yellow soils,6.70159104623501,0,6.76,154.37849353994258,1.4738508434764648,20.0,877.62,64.97,0
Niger,Red and Yellow soils,4.301026088036883,0,6.84,145.61804214220632,2.0812368730220943,23.04,835.41,67.45,0
Millets,Red and Yellow soils,17.122970872144943,1,6.1,60.7652239322664,2.3761285663683043,25.19,817.81,67.71,1
summer paddy,Alluvial soils,68.88862950071787,1,6.02,73.83428244149384,0.5966557233781861,25.36,824.85,77.23,1
Masoor,Red and Yellow soils,84.52316916652465,1,5.94,136.06206737070266,3.720799011587236,25.76,913.0,76.41,1
Millets,Black soils,51.93747983054598,1,6.29,147.6076818611602,3.4815759318038104,22.36,835.09,83.26,1
Arhar,Alluvial soils,40.59763875962707,1,5.5,154.16751398387302,1.6967064291359415,27.42,955.32,73.32,1
Tiwra,Red and Yellow soils,45.40305501460495,1,5.61,63.94801167122259,4.253171358306454,27.39,969.81,81.15,1
Maize,Laterite soils,32.09495506812422,0,6.52,71.06637841499042,4.98667080551723,24.16,941.69,71.63,0
Arhar,Alluvial soils,16.947340444794044,0,6.71,115.46353355361116,3.294811394244745,22.18,825.36,75.36,0
Maize,Red and Yellow soils,60.85170379581952,1,6.39,154.7840778557563,1.2002355013252552,24.4,863.5,73.31,1
Soybean,Laterite soils,82.5219028825696,1,6.44,120.98570933252736,1.84204637395397,23.99,875.54,90.0,1
Tiwra,Black soils,97.158326515426,0,5.51,132.63690929018293,0.9977835566720724,21.64,966.83,69.45,0
Jwar,Laterite soils,83.11521733640478,1,5.68,135.05875811788147,2.826652317689744,24.33,993.33,63.19,1
Mustard,Red and Yellow soils,67.90567177519311,0,7.0,184.57009859164535,2.8827361969169605,23.58,761.21,90.0,0
Urd,Laterite soils,66.47259153046967,1,6.54,141.76502902740526,2.4215107907859093,30.0,853.05,68.05,1
Kulthi,Black soils,5.487798902751413,0,5.99,116.7863204842874,2.954194231161236,23.35,934.06,64.46,0
Masoor,Black soils,76.58104466203038,0,6.44,112.258823548082,0.8441663455221252,28.43,952.22,68.62,0
Wheat,Alluvial soils,54.78604267673645,0,6.56,83.84981090417665,4.083958299034335,20.74,832.14,87.24,0
Masoor,Black soils,95.87154982405876,1,6.52,129.9810832257704,0.5034414484512415,20.0,826.17,60.0,1
Urd,Alluvial soils,3.862270503389171,0,6.94,55.87963143873647,4.218136005495886,20.0,875.08,87.44,0
Masoor,Black soils,32.78096124453907,1,5.88,155.80477364636056,4.464364499262837,28.19,816.58,88.4,1
summer paddy,Alluvial soils,80.44770135267859,0,6.78,29.64755058306169,4.7260075846814615,22.02,910.35,83.35,0
Wheat,Black soils,27.701983404171347,1,6.94,165.79370043835235,0.8135175506595091,24.75,884.47,85.51,1
Rice,Red and Yellow soils,94.9606118039142,0,5.75,54.1128672085785,1.619877527026648,21.27,943.49,65.49,0
Wheat,Red and Yellow soils,50.91070048310331,0,5.84,70.3847309463337,4.94260898334276,27.3,823.5,82.2,0
Millets,Laterite soils,40.123933186942935,1,5.85,78.28259692949361,2.6365415718597265,22.92,942.21,70.24,1
summer paddy,Alluvial soils,80.44770135267859,0,6.89,29.64755058306169,4.7260075846814615,20.57,902.43,85.56,0
Til,Black soils,29.59626120983151,0,6.2,26.91842836664658,2.7167595174345838,29.74,887.89,90.0,0
Groundnut,Alluvial soils,7.595586649378683,1,6.88,32.52112578042177,2.090866635406147,22.64,810.47,60.0,0
Rice,Black soils,51.78490534951984,1,5.56,159.67777079366866,3.8935916410771423,21.96,865.68,79.99,1
Jwar,Laterite soils,52.03647167552329,1,6.77,64.66675150721977,1.1856502725788038,29.03,877.53,63.18,1
Urd,Laterite soils,56.01656404336428,1,5.5,169.6786697669429,1.2509461554512062,28.08,939.47,77.52,1
Groundnut,Alluvial soils,7.595586649378683,1,6.65,32.52112578042177,2.090866635406147,21.53,955.25,60.0,0
Mustard,Alluvial soils,91.82905732992558,1,6.66,53.74481212887618,1.5966321610404377,23.84,829.13,71.23,1
Kulthi,Laterite soils,67.55487925578505,0,6.74,79.33838476518439,4.877362795825739,27.55,831.42,84.57,0
Pea,Laterite soils,33.75432868239185,1,5.83,80.1683655296807,2.515180774620488,21.91,935.74,70.14,1
Jwar,Black soils,13.99127022595174,1,6.42,96.4732462540386,1.8688803337971989,23.19,885.26,71.4,1
Gram,Red and Yellow soils,14.573215619358535,1,5.57,57.09839965697187,3.9514705976890343,26.82,947.06,82.66,0
Gram,Black soils,43.903327920986655,1,6.75,153.1401018257682,2.190934023980345,26.98,772.84,82.72,1
Mustard,Black soils,49.5300825663572,0,5.84,153.43110336778798,4.824259422343958,24.54,853.85,86.99,0
Soybean,Laterite soils,50.60103662954688,0,5.71,171.12574873717588,2.589034966808882,21.25,978.59,75.05,0
Tiwra,Laterite soils,44.157514598221695,0,6.39,20.786220688080256,4.760647059177217,21.8,882.75,73.66,0
Maize,Black soils,37.59082546376269,1,6.04,177.66269564708426,3.0725046924698143,23.29,945.42,76.33,0
Pea,Laterite soils,37.95291147089761,1,6.36,155.92154634208538,1.0961422182962492,24.15,867.4,82.56,1
Millets,Black soils,46.115623150526005,1,6.58,177.58949627751142,1.0156582803711816,29.44,880.53,68.6,1
Tiwra,Black soils,63.70051960241635,1,6.88,78.64897896002441,4.51494091656409,23.18,861.05,89.89,0
Masoor,Alluvial soils,17.051062582241848,1,6.99,158.50864420956958,2.1741170604411213,22.82,910.89,74.68,1
Moong,Alluvial soils,42.49140354238396,0,5.87,56.1970084461051,2.8797560145626053,24.34,893.97,78.14,0
Urd,Black soils,11.274410889490516,0,6.57,112.43829037819636,4.276394728505107,28.96,862.2,84.25,0
Pea,Red and Yellow soils,62.89562385255008,1,5.88,137.36228110423383,3.989132493505775,25.99,907.74,81.12,0
Pea,Laterite soils,33.75432868239185,1,5.81,80.1683655296807,2.515180774620488,22.94,982.62,68.17,1
Jwar,Red and Yellow soils,61.33138378263416,0,6.11,131.90345014994583,3.0456960700275504,21.24,933.96,78.31,0
Urd,Laterite soils,56.01656404336428,1,5.5,169.6786697669429,1.2509461554512062,29.25,884.74,76.08,1
Tiwra,Laterite soils,60.57467976893646,1,6.15,164.37331614576615,2.163674478018338,24.63,907.03,72.47,0
Soybean,Red and Yellow soils,79.46057483174057,0,6.67,150.462155599481,3.444350816677973,20.5,829.82,85.73,0
Pea,Laterite soils,13.913505998801302,1,5.9,198.6012534110168,2.571015400924413,24.88,897.78,65.89,1
Gram,Red and Yellow soils,19.447014158096326,0,7.0,144.3782799628782,2.1302329607260293,29.21,848.59,83.3,0
Urd,Black soils,30.25969736488654,0,6.03,28.04568065397041,1.8011830369833524,27.42,902.8,88.34,0
Gram,Black soils,78.84309895532813,1,6.16,101.37659921705163,0.5595492491183836,21.27,822.52,82.03,0
summer paddy,Laterite soils,97.19340985732984,0,6.7,109.52068301196128,2.3271442877923745,29.44,805.01,73.04,0
Til,Black soils,46.52242066000872,0,5.64,142.37837594275828,2.13191427436652,24.83,943.39,65.43,0
Tiwra,Red and Yellow soils,97.38715723126916,1,6.38,137.4889698215875,2.0734056158904988,25.57,905.16,88.52,1
Jwar,Red and Yellow soils,61.33138378263416,0,6.13,131.90345014994583,3.0456960700275504,20.65,837.43,82.43,0
Kulthi,Black soils,23.189085786347796,0,5.73,189.8627111419892,2.7848888056767773,29.59,883.81,88.09,0
Tiwra,Laterite soils,99.79302285723834,1,6.3,28.356863022535748,2.7788430905388597,26.59,931.52,90.0,0
Rice,Black soils,51.78490534951984,1,5.66,159.67777079366866,3.8935916410771423,20.0,931.47,79.47,1
Urd,Black soils,30.25969736488654,0,6.14,28.04568065397041,1.8011830369833524,28.27,813.6,88.14,0
Moong,Red and Yellow soils,6.70159104623501,0,6.84,154.37849353994258,1.4738508434764648,21.91,937.16,64.33,0
summer paddy,Alluvial soils,62.00398399717235,0,6.68,38.761830651487706,4.14766925501463,24.3,847.47,73.24,0
Jwar,Laterite soils,52.03647167552329,1,6.36,64.66675150721977,1.1856502725788038,28.15,917.52,66.07,1
Groundnut,Alluvial soils,76.89512894880215,0,6.68,111.20094863538525,4.241037869145725,20.0,832.68,70.08,0
Moong,Alluvial soils,30.47426495779317,1,5.91,79.66928665808871,2.6924502123480902,22.6,834.21,77.06,1
Soybean,Black soils,76.5747447185727,0,5.99,55.80956789226062,1.6624085030446671,21.46,910.56,89.09,0
Kulthi,Alluvial soils,92.5492169547469,1,6.94,172.39818815807868,1.6613788159021248,27.72,885.62,86.47,1
Soybean,Alluvial soils,73.18122507589274,0,6.0,84.15235572039454,4.546057014434088,24.87,827.69,88.69,0
Tiwra,Red and Yellow soils,36.11241183442073,0,6.06,127.43746461709286,3.6934087696499662,29.43,896.6,60.29,0
Groundnut,Red and Yellow soils,38.75737864428302,0,6.76,87.85159170492055,4.987331613193882,30.0,866.18,60.0,0
Rice,Laterite soils,36.067847125393314,1,5.64,45.080516013725855,3.846756333323527,20.7,939.72,60.13,0
Mustard,Laterite soils,74.33462632790453,0,6.9,23.998040737995492,3.3383635311434943,29.33,848.31,77.38,0
Kulthi,Black soils,67.84108048066902,1,6.91,44.23042527392003,2.349613359680567,23.6,762.84,80.33,0
Moong,Laterite soils,75.26532755569725,1,5.89,43.65731320402202,3.3010974637817863,27.74,921.76,66.54,0
Wheat,Alluvial soils,86.54297981140141,0,6.94,108.46872549256152,3.65827855817515,20.59,791.43,64.91,0
Millets,Alluvial soils,11.562316984377864,1,6.12,36.32941582572472,4.6043699786807775,25.89,875.52,65.65,0
Gram,Laterite soils,94.10126247062009,0,5.91,72.58126430651672,2.1511369511760727,25.54,895.16,60.0,0
Maize,Alluvial soils,14.964041185953416,1,6.8,139.1026557896301,1.843602189402552,27.65,789.55,67.19,1
Gram,Alluvial soils,6.631856397258757,1,6.44,199.531133950268,4.800063599754694,21.88,853.71,88.37,0
Masoor,Red and Yellow soils,84.52316916652465,1,6.15,136.06206737070266,3.720799011587236,26.73,937.16,76.61,1
Rice,Laterite soils,25.09494464680028,1,6.42,157.04690334075116,1.926924601319298,23.05,841.41,88.06,1
Jwar,Red and Yellow soils,28.76255629578411,1,6.24,177.41725250309972,0.8627567390016935,25.04,921.33,73.1,1
Millets,Laterite soils,19.45015786212121,1,6.94,27.201414090139878,0.6815101265907944,22.4,802.52,78.09,0
Masoor,Alluvial soils,71.71208281936302,0,6.66,31.377403355249527,1.0655330314056928,25.76,839.26,66.8,0
Tiwra,Laterite soils,66.59744978514821,1,6.49,180.71957832423595,3.992147155611458,29.64,789.15,79.05,0
Moong,Alluvial soils,74.91849185092191,1,6.21,35.66011307470839,3.274662483685392,20.0,794.38,87.26,0
Soybean,Red and Yellow soils,79.46057483174057,0,6.47,150.462155599481,3.444350816677973,21.73,863.17,84.64,0
Tiwra,Laterite soils,87.1125768798161,0,5.52,155.6761395244254,3.972236580663137,28.96,946.01,66.98,0
Maize,Red and Yellow soils,92.61970763557478,1,6.54,58.18133438986627,3.1266305880832834,27.5,927.74,63.75,0
Mustard,Black soils,19.12922251866725,1,5.53,103.50209792378745,2.617585675899809,26.78,876.33,66.96,0
Niger,Alluvial soils,30.9149550672235,0,7.0,25.390180382606133,4.890082443067278,21.03,903.77,77.69,0
Soybean,Alluvial soils,45.929950244441066,1,6.5,146.06295145488895,4.868631700892124,28.4,892.76,76.99,0
Masoor,Alluvial soils,17.051062582241848,1,6.9,158.50864420956958,2.1741170604411213,23.38,872.82,77.71,1
Arhar,Alluvial soils,91.85485510003234,0,6.19,76.53287840752338,1.2994679672213083,29.07,832.63,80.15,0
Jwar,Laterite soils,20.52338382586908,0,6.8,39.04821267421946,2.0258284690301904,23.2,883.47,67.06,0
Masoor,Red and Yellow soils,79.30084242753477,1,6.91,11.043366165214929,1.7972285602299596,21.85,934.19,60.05,0
Gram,Black soils,18.54638357946299,1,5.66,34.31846563723244,1.5054079551932045,24.01,925.35,72.39,0
Pea,Alluvial soils,34.82813570853206,1,6.63,39.67680173556278,0.8048689074476658,27.4,851.13,70.57,0
Niger,Red and Yellow soils,30.05926746262701,0,5.59,171.41131547239257,3.621531844526511,30.0,938.31,65.98,0
Maize,Black soils,38.61061367320439,0,6.39,170.31722106664762,0.5080767595702489,24.75,882.62,66.04,0
Gram,Alluvial soils,16.672643607007103,0,6.2,103.22443146605498,0.846637066382314,20.0,861.95,60.0,0
Urd,Black soils,54.97589680292262,1,6.06,182.3901767961132,0.6312941161897548,24.22,912.67,85.77,0
Kulthi,Laterite soils,67.55487925578505,0,7.0,79.33838476518439,4.877362795825739,26.96,800.71,87.35,0
Niger,Laterite soils,4.079749834554197,0,5.63,99.53335179078957,3.6129767886177073,23.6,874.31,67.87,0
Niger,Black soils,2.645006445988896,0,5.74,149.7523142684901,3.7486793601665775,25.2,912.94,74.7,0
Wheat,Laterite soils,7.276797004040833,0,5.79,117.16853925930828,3.99316410162361,24.29,966.37,83.47,0
Urd,Black soils,54.97589680292262,1,6.16,182.3901767961132,0.6312941161897548,25.02,899.8,86.26,0
Millets,Alluvial soils,45.51927766356464,0,6.27,17.637805914713663,4.038528886844827,23.27,816.8,64.04,0
Soybean,Black soils,98.59433372410363,0,6.08,78.26901572028348,4.212803098596902,25.93,854.12,72.75,0
Masoor,Red and Yellow soils,15.573043648692993,0,5.5,40.394151236744186,2.3537196802479925,25.45,864.01,68.41,0
Maize,Alluvial soils,25.96962093356883,0,5.76,159.78724651759555,2.4066244155234733,21.09,918.43,69.07,0
Mustard,Laterite soils,74.33462632790453,0,6.83,23.998040737995492,3.3383635311434943,30.0,831.59,79.47,0
Kulthi,Laterite soils,97.05327118037404,1,7.0,33.70437264492988,4.118308574057645,26.46,886.71,74.24,0
Maize,Red and Yellow soils,75.04133314858224,0,5.75,126.6451520573656,2.7235491072147164,25.24,930.11,63.8,0
Pea,Red and Yellow soils,21.55979018755156,0,6.81,77.78609298703317,3.689048046868987,23.63,807.02,64.57,0
Wheat,Alluvial soils,86.71163811325147,1,6.05,54.94653337104506,3.359167289944513,29.14,835.92,76.88,1
Mustard,Laterite soils,95.8059931058451,0,5.66,103.02761838487882,4.034661034793127,20.29,988.17,61.77,0
Groundnut,Laterite soils,81.6554741475988,1,6.94,86.15027954705378,1.14379756440237,23.8,815.61,77.86,1
Gram,Red and Yellow soils,14.573215619358535,1,5.85,57.09839965697187,3.9514705976890343,28.36,938.99,82.74,0
Rice,Black soils,51.78490534951984,1,5.56,159.67777079366866,3.8935916410771423,21.16,875.67,77.82,1
Rice,Red and Yellow soils,7.996150840499768,0,6.89,73.07030318124619,1.7926143362906817,26.04,815.72,82.39,0
Niger,Laterite soils,14.75564765833209,1,5.88,43.53470873409088,3.958799053421168,29.48,943.43,81.31,0
Millets,Alluvial soils,95.28279889194648,1,6.18,29.144702967043564,4.024157339354911,22.4,806.75,68.88,0
Arhar,Laterite soils,74.64442798330771,1,5.96,155.32653226232352,1.9369977433354968,27.79,940.56,85.01,1
Gram,Alluvial soils,79.26862073639087,1,5.93,169.83024901214273,4.126874099803565,22.14,956.99,77.98,1
Tiwra,Laterite soils,44.157514598221695,0,6.34,20.786220688080256,4.760647059177217,21.67,795.89,74.57,0
Masoor,Alluvial soils,17.051062582241848,1,6.57,158.50864420956958,2.1741170604411213,23.49,913.13,77.25,1
Arhar,Laterite soils,96.60763642238672,0,6.74,133.99567920563555,1.2167870909791818,21.57,830.04,81.9,0
Kulthi,Alluvial soils,61.837349287810135,1,6.64,27.801636027771064,2.6701487722421016,26.1,776.75,78.28,0
Til,Laterite soils,60.02344822552675,0,6.45,196.68461063428768,1.6314438342398223,29.18,847.35,67.93,0
Groundnut,Red and Yellow soils,38.75737864428302,0,6.68,87.85159170492055,4.987331613193882,28.49,863.25,63.38,0
Maize,Red and Yellow soils,60.85170379581952,1,6.37,154.7840778557563,1.2002355013252552,23.64,942.27,74.08,1
Moong,Black soils,66.35159251639024,0,5.85,154.92011886243904,4.532794847215374,27.52,839.81,69.92,0
Pea,Red and Yellow soils,21.55979018755156,0,6.83,77.78609298703317,3.689048046868987,22.45,918.76,63.34,0
Kulthi,Red and Yellow soils,71.95464735059075,0,6.97,143.26123077544585,2.2065192855643185,23.66,833.49,79.49,0
Tiwra,Alluvial soils,42.73461385557504,1,6.54,46.60885970748865,2.3240919163041704,26.76,853.75,72.12,0
Groundnut,Red and Yellow soils,36.53238610880504,0,6.72,92.22094687585086,0.9655793146476612,25.16,854.85,72.15,0
Moong,Laterite soils,1.3350146708237651,0,6.22,27.21836674974315,4.5485522285277975,26.4,809.02,67.22,0
Millets,Laterite soils,48.74312011750155,0,6.28,120.33880048951929,2.4768589850115967,21.35,832.84,77.39,0
Rice,Laterite soils,83.8775957011866,1,5.5,34.37576356945297,2.294909994831729,27.77,926.83,71.54,0
Jwar,Alluvial soils,33.52139305008494,1,6.35,170.24519022942422,1.7358279923002595,25.73,850.09,63.87,1
Pea,Red and Yellow soils,43.446323388532846,0,7.0,141.32630646402174,3.2583353976805944,27.36,880.49,62.32,0
Arhar,Laterite soils,10.205047368034332,1,5.85,171.60702634754793,1.5679546063176029,27.93,875.71,73.92,0
Jwar,Laterite soils,83.11521733640478,1,5.96,135.05875811788147,2.826652317689744,26.08,911.87,60.58,1
Arhar,Laterite soils,84.46788570106386,1,6.01,192.94268675753716,2.7573837199416857,28.74,812.61,73.14,1
Gram,Black soils,60.6590114165344,0,5.6,89.25746879492321,4.041605590451173,25.12,955.99,82.77,0
Kulthi,Laterite soils,67.55487925578505,0,6.87,79.33838476518439,4.877362795825739,26.99,902.49,89.25,0
Pea,Laterite soils,23.44233244018282,0,6.21,87.75414749046334,4.298467138068505,22.56,912.65,86.03,0
Kulthi,Black soils,39.49071677717886,0,6.28,60.39751234176016,3.8970756841866954,27.04,914.21,65.5,0
Rice,Laterite soils,7.142480781761127,0,6.12,145.4650010321932,2.084973135653419,24.67,828.82,68.41,0
Tiwra,Red and Yellow soils,45.40305501460495,1,5.5,63.94801167122259,4.253171358306454,26.58,975.35,85.15,1
Groundnut,Laterite soils,81.6554741475988,1,6.97,86.15027954705378,1.14379756440237,25.58,812.13,76.52,1
Niger,Black soils,41.408301825253936,1,6.13,31.68152038748095,2.551580468611744,23.94,861.52,65.55,0
Til,Black soils,58.53364358235279,1,6.9,199.36210175604907,0.7934570356250641,30.0,851.84,76.36,1
Tiwra,Alluvial soils,28.87196897058254,0,6.95,17.161441426265586,4.476599320211214,30.0,842.13,67.37,0
Gram,Laterite soils,53.836448220478616,0,5.65,15.2236049976858,0.9405202056930708,23.64,971.07,64.06,0
Tiwra,Black soils,94.76385180041332,0,6.6,110.7678118617717,0.8166051320582242,26.57,791.93,84.6,0
Gram,Alluvial soils,92.8493387422751,1,6.75,64.25799140275164,4.914860850641632,29.73,790.03,75.07,1
Til,Alluvial soils,48.12232243119416,1,5.82,159.19400511003866,4.48088955820164,20.05,883.99,74.58,1
Maize,Red and Yellow soils,75.04133314858224,0,5.5,126.6451520573656,2.7235491072147164,25.02,866.58,62.71,0
Arhar,Black soils,7.8885965708143235,0,6.93,22.190126691675964,1.5355669671957597,23.68,768.56,85.15,0
Tiwra,Alluvial soils,28.87196897058254,0,6.65,17.161441426265586,4.476599320211214,30.0,818.64,66.13,0
summer paddy,Laterite soils,34.066071163832795,1,6.41,149.23083239700463,4.611200027303879,27.19,857.64,76.99,1
Tiwra,Black soils,63.70051960241635,1,6.47,78.64897896002441,4.51494091656409,23.12,882.71,87.0,0
Maize,Black soils,87.75885918969198,0,5.95,139.78469040599293,1.3665129133839682,26.12,856.99,89.08,0
