time_group,parcel,crop,zone,condition,humidity,rainfall,soil_ph,solar_radiation,temperature,wind_speed
2026-05-29 00:16:00+00:00,parcel_2,rice,normal,storm,74.76,75.41,6.195,601.74,25.64,
2026-05-29 00:16:00+00:00,parcel_3,rice,risk,normal,77.9,40.92,6.195,997.55,20.0,
2026-05-29 00:16:00+00:00,parcel_4,rice,risk,normal,85.49,41.03,6.195,601.74,25.95,
2026-05-29 00:21:00+00:00,parcel_1,rice,normal,normal,78.9,46.6,6.195,334.1,21.09,
2026-05-29 00:21:00+00:00,parcel_2,rice,normal,normal,60.51,42.65,6.195,526.37,29.41,
2026-05-29 00:21:00+00:00,parcel_3,rice,risk,normal,72.11,45.01,6.195,456.26,28.05,
2026-05-29 00:21:00+00:00,parcel_4,rice,risk,storm,50.43,53.25,6.195,177.3,29.14,
2026-05-29 00:26:00+00:00,parcel_1,rice,normal,normal,71.31,46.08,6.195,579.12,28.04,
2026-05-29 00:26:00+00:00,parcel_2,rice,normal,normal,66.95,43.34,6.195,921.67,21.28,
2026-05-29 00:26:00+00:00,parcel_3,rice,risk,normal,74.76,48.03,6.195,601.74,25.64,
2026-05-29 00:26:00+00:00,parcel_4,rice,risk,storm,74.76,27.6,6.195,601.74,25.64,
2026-05-29 00:31:00+00:00,parcel_1,rice,normal,normal,74.76,40.88,6.195,601.74,25.64,
2026-05-29 00:31:00+00:00,parcel_2,rice,normal,normal,74.76,42.17,6.195,601.74,25.64,
2026-05-29 00:31:00+00:00,parcel_3,rice,risk,storm,74.76,87.29,6.195,601.74,25.64,
2026-05-29 00:31:00+00:00,parcel_4,rice,risk,normal,74.76,48.52,6.195,601.74,25.64,
2026-05-29 00:36:00+00:00,parcel_1,rice,normal,normal,74.76,46.16,6.195,601.74,25.64,
2026-05-29 00:36:00+00:00,parcel_2,rice,normal,storm,74.76,91.09,6.195,601.74,25.64,
2026-05-29 00:36:00+00:00,parcel_3,rice,risk,normal,74.76,47.88,6.195,601.74,25.64,
2026-05-29 00:36:00+00:00,parcel_4,rice,risk,normal,74.76,46.78,6.195,601.74,25.64,
2026-05-29 00:41:00+00:00,parcel_1,rice,normal,storm,74.76,73.91,6.195,601.74,25.64,
2026-05-29 00:41:00+00:00,parcel_2,rice,normal,normal,74.76,39.58,6.66,601.74,25.64,
2026-05-29 00:41:00+00:00,parcel_3,rice,risk,normal,74.76,44.17,6.93,601.74,25.64,
2026-05-29 00:41:00+00:00,parcel_4,rice,risk,storm,74.76,10.08,6.195,601.74,25.64,
2026-05-29 00:46:00+00:00,parcel_1,rice,normal,normal,74.76,46.64,6.195,601.74,25.64,
2026-05-29 00:46:00+00:00,parcel_2,rice,normal,normal,74.76,48.74,6.195,601.74,25.64,
2026-05-29 00:46:00+00:00,parcel_3,rice,risk,normal,74.76,45.89,6.195,601.74,25.64,
2026-05-29 00:46:00+00:00,parcel_4,rice,risk,normal,74.76,46.89,6.195,601.74,25.64,
2026-05-29 00:51:00+00:00,parcel_1,rice,normal,normal,74.76,43.94,6.195,601.74,25.64,
2026-05-29 00:51:00+00:00,parcel_2,rice,normal,normal,74.76,45.52,6.195,601.74,25.64,
2026-05-29 00:51:00+00:00,parcel_3,rice,risk,normal,74.76,42.84,6.195,601.74,25.64,
2026-05-29 00:51:00+00:00,parcel_4,rice,risk,storm,74.76,20.79,6.195,601.74,25.64,
2026-05-29 00:56:00+00:00,parcel_1,rice,normal,storm,74.76,98.46,6.195,601.74,25.64,
2026-05-29 00:56:00+00:00,parcel_2,rice,normal,normal,74.76,41.76,6.195,601.74,25.64,
2026-05-29 00:56:00+00:00,parcel_3,rice,risk,normal,74.76,44.13,6.195,601.74,25.64,
2026-05-29 00:56:00+00:00,parcel_4,rice,risk,storm,74.76,70.77,6.195,601.74,25.64,
2026-05-29 01:01:10+00:00,parcel_1,rice,normal,normal,74.76,43.05,6.195,601.74,25.64,
2026-05-29 01:01:10+00:00,parcel_2,rice,normal,normal,74.76,48.2,6.195,601.74,25.64,
2026-05-29 01:01:10+00:00,parcel_3,rice,risk,normal,74.76,43.63,6.195,601.74,25.64,
2026-05-29 01:01:10+00:00,parcel_4,rice,risk,storm,74.76,51.61,6.195,601.74,25.64,
2026-05-29 01:06:10+00:00,parcel_1,rice,normal,normal,74.76,47.23,6.195,601.74,25.64,
2026-05-29 01:06:10+00:00,parcel_2,rice,normal,normal,74.76,42.92,6.195,601.74,25.64,
2026-05-29 01:06:10+00:00,parcel_3,rice,risk,normal,74.76,44.98,6.195,601.74,25.64,
2026-05-29 01:06:10+00:00,parcel_4,rice,risk,normal,74.76,45.6,6.195,601.74,25.64,
2026-05-29 01:11:10+00:00,parcel_1,rice,normal,normal,74.76,39.49,6.195,601.74,25.64,
2026-05-29 01:11:10+00:00,parcel_2,rice,normal,normal,74.76,45.63,6.195,601.74,25.64,
2026-05-29 01:11:10+00:00,parcel_3,rice,risk,normal,74.76,41.22,6.195,601.74,25.64,
2026-05-29 01:11:10+00:00,parcel_4,rice,risk,normal,74.76,46.01,6.195,601.74,25.64,
2026-05-29 01:16:10+00:00,parcel_1,rice,normal,normal,74.76,43.91,6.195,601.74,25.64,
2026-05-29 01:16:10+00:00,parcel_2,rice,normal,normal,74.76,44.33,6.195,601.74,25.64,
2026-05-29 01:16:10+00:00,parcel_3,rice,risk,storm,74.76,42.51,6.195,601.74,25.64,
2026-05-29 01:16:10+00:00,parcel_4,rice,risk,normal,74.76,47.04,6.195,601.74,25.64,
2026-05-29 01:21:10+00:00,parcel_1,rice,normal,normal,74.76,48.56,6.195,601.74,25.64,
2026-05-29 01:21:10+00:00,parcel_2,rice,normal,normal,74.76,45.89,6.195,601.74,25.64,
2026-05-29 01:21:10+00:00,parcel_3,rice,risk,storm,74.76,40.42,6.195,601.74,25.64,
2026-05-29 01:21:10+00:00,parcel_4,rice,risk,normal,74.76,46.7,6.195,601.74,25.64,
2026-05-29 01:26:10+00:00,parcel_1,rice,normal,normal,74.76,47.8,6.195,601.74,25.64,
2026-05-29 01:26:10+00:00,parcel_2,rice,normal,normal,74.76,42.63,6.195,601.74,25.64,
2026-05-29 01:26:10+00:00,parcel_3,rice,risk,normal,74.76,45.1,6.195,601.74,25.64,
2026-05-29 01:26:10+00:00,parcel_4,rice,risk,storm,74.76,46.26,6.195,601.74,25.64,
2026-05-29 01:31:10+00:00,parcel_1,rice,normal,normal,74.76,40.59,6.195,601.74,25.64,
2026-05-29 01:31:10+00:00,parcel_2,rice,normal,normal,74.76,44.18,6.195,601.74,25.64,
2026-05-29 01:31:10+00:00,parcel_3,rice,risk,normal,74.76,46.97,6.195,601.74,25.64,
2026-05-29 01:31:10+00:00,parcel_4,rice,risk,storm,74.76,17.31,6.195,601.74,25.64,
2026-05-29 01:36:10+00:00,parcel_1,rice,normal,normal,74.76,44.26,6.195,601.74,25.64,
2026-05-29 01:36:10+00:00,parcel_2,rice,normal,normal,74.76,39.33,6.195,601.74,25.64,
2026-05-29 01:36:10+00:00,parcel_3,rice,risk,normal,74.76,46.32,6.195,601.74,25.64,
2026-05-29 01:36:10+00:00,parcel_4,rice,risk,normal,74.76,42.66,6.195,601.74,25.64,
2026-05-29 01:41:10+00:00,parcel_1,rice,normal,normal,74.76,43.05,6.195,601.74,25.64,
2026-05-29 01:41:10+00:00,parcel_2,rice,normal,normal,74.76,47.09,6.195,601.74,25.64,
2026-05-29 01:41:10+00:00,parcel_3,rice,risk,normal,74.76,42.08,6.195,601.74,25.64,
2026-05-29 01:41:10+00:00,parcel_4,rice,risk,normal,74.76,42.28,6.195,601.74,25.64,
2026-05-29 01:46:10+00:00,parcel_1,rice,normal,normal,74.76,43.48,6.195,601.74,25.64,
2026-05-29 01:46:10+00:00,parcel_2,rice,normal,normal,74.76,43.17,6.195,601.74,25.64,
2026-05-29 01:46:10+00:00,parcel_3,rice,risk,storm,74.76,91.19,6.195,601.74,25.64,
2026-05-29 01:46:10+00:00,parcel_4,rice,risk,storm,74.76,49.48,6.195,601.74,25.64,
2026-05-29 02:23:10+00:00,parcel_1,rice,normal,normal,83.76,42.85,5.79,649.39,23.85,
2026-05-29 02:23:10+00:00,parcel_2,rice,normal,normal,76.04,44.06,5.5,358.2,28.75,
2026-05-29 02:23:10+00:00,parcel_3,rice,risk,storm,68.11,81.09,7.86,118.59,25.64,
2026-05-29 02:23:10+00:00,parcel_4,rice,risk,normal,75.02,42.95,6.63,477.85,23.39,
