time_group,parcel,crop,zone,condition,humidity,rainfall,soil_ph,solar_radiation,temperature,wind_speed
2026-05-27 05:25:30+00:00,parcel_7,sugar_cane,risk,normal,83.75,44.05,5.79,616.12,25.8,5.97
2026-05-27 05:25:30+00:00,parcel_8,sugar_cane,risk,storm,41.58,44.05,5.79,187.7,18.47,20.64
2026-05-27 05:26:30+00:00,parcel_1,rice,normal,normal,62.18,44.05,5.79,685.52,28.97,
2026-05-27 05:26:30+00:00,parcel_2,rice,normal,normal,80.84,44.05,5.79,462.55,28.27,
2026-05-27 05:26:30+00:00,parcel_3,rice,risk,storm,44.24,44.05,5.79,172.48,26.36,
2026-05-27 05:26:30+00:00,parcel_4,rice,risk,normal,76.02,44.05,5.79,880.37,25.57,
2026-05-27 05:26:30+00:00,parcel_5,sugar_cane,normal,normal,61.79,44.05,5.79,444.8,27.62,3.59
2026-05-27 05:26:30+00:00,parcel_6,sugar_cane,normal,normal,87.9,44.05,5.79,875.1,23.39,2.32
2026-05-27 05:26:30+00:00,parcel_7,sugar_cane,risk,storm,52.2,44.05,5.79,183.46,11.94,44.1
2026-05-27 05:26:30+00:00,parcel_8,sugar_cane,risk,normal,72.11,44.05,5.79,913.7,28.05,16.79
2026-05-27 05:27:30+00:00,parcel_1,rice,normal,normal,65.05,44.05,5.79,918.74,24.29,
2026-05-27 05:27:30+00:00,parcel_2,rice,normal,normal,70.19,44.05,5.79,485.16,26.61,
2026-05-27 05:27:30+00:00,parcel_3,rice,risk,normal,76.48,44.05,5.79,682.0,29.18,
2026-05-27 05:27:30+00:00,parcel_4,rice,risk,normal,79.84,44.05,5.79,653.56,24.75,
2026-05-27 05:27:30+00:00,parcel_5,sugar_cane,normal,normal,78.42,44.05,5.79,318.73,26.05,12.22
2026-05-27 05:27:30+00:00,parcel_6,sugar_cane,normal,storm,20.52,44.05,5.79,104.24,14.17,22.22
2026-05-27 05:27:30+00:00,parcel_7,sugar_cane,risk,normal,90.0,44.05,5.79,315.28,22.26,0.81
2026-05-27 05:27:30+00:00,parcel_8,sugar_cane,risk,normal,68.13,44.05,5.79,348.44,27.21,17.46
2026-05-27 05:28:30+00:00,parcel_1,rice,normal,normal,78.27,47.84,5.79,362.72,30.0,
2026-05-27 05:28:30+00:00,parcel_2,rice,normal,normal,88.41,49.1,5.79,855.27,20.72,
2026-05-27 05:28:30+00:00,parcel_3,rice,risk,normal,88.36,44.05,5.79,664.76,27.27,
2026-05-27 05:28:30+00:00,parcel_4,rice,risk,normal,65.91,43.22,5.79,509.15,26.57,
2026-05-27 05:28:30+00:00,parcel_5,sugar_cane,normal,storm,85.29,44.05,5.79,100.08,18.38,32.49
2026-05-27 05:28:30+00:00,parcel_6,sugar_cane,normal,normal,62.52,44.05,5.79,965.63,25.98,14.52
2026-05-27 05:28:30+00:00,parcel_7,sugar_cane,risk,normal,84.77,44.05,5.79,841.57,22.73,14.22
2026-05-27 05:28:30+00:00,parcel_8,sugar_cane,risk,normal,76.13,44.05,5.79,778.52,22.55,15.08
2026-05-27 05:29:30+00:00,parcel_1,rice,normal,normal,72.17,44.05,5.79,958.29,30.0,
2026-05-27 05:29:30+00:00,parcel_2,rice,normal,normal,77.28,44.05,5.79,676.72,22.16,
2026-05-27 05:29:30+00:00,parcel_3,rice,risk,normal,64.48,44.05,5.79,699.28,27.06,
2026-05-27 05:29:30+00:00,parcel_4,rice,risk,normal,87.06,44.05,5.79,599.63,27.1,
2026-05-27 05:29:30+00:00,parcel_5,sugar_cane,normal,normal,74.62,44.05,5.79,513.76,20.52,9.63
2026-05-27 05:29:30+00:00,parcel_6,sugar_cane,normal,normal,66.61,44.05,5.79,947.9,23.26,16.21
2026-05-27 05:29:30+00:00,parcel_7,sugar_cane,risk,normal,82.85,44.05,5.79,382.57,28.68,8.53
2026-05-27 05:29:30+00:00,parcel_8,sugar_cane,risk,storm,44.91,44.05,5.79,235.38,11.23,30.68
2026-05-27 05:30:30+00:00,parcel_1,rice,normal,normal,77.2,44.05,5.79,677.51,21.66,
2026-05-27 05:30:30+00:00,parcel_2,rice,normal,normal,90.0,44.05,5.79,494.64,27.15,
2026-05-27 05:30:30+00:00,parcel_3,rice,risk,normal,73.02,44.05,5.79,958.31,23.22,
2026-05-27 05:30:30+00:00,parcel_4,rice,risk,storm,56.77,44.05,5.79,144.1,22.74,
2026-05-27 05:30:30+00:00,parcel_5,sugar_cane,normal,normal,76.78,44.05,5.79,924.09,25.57,17.84
2026-05-27 05:30:30+00:00,parcel_6,sugar_cane,normal,normal,60.0,44.05,5.79,658.35,27.76,5.44
2026-05-27 05:30:30+00:00,parcel_7,sugar_cane,risk,normal,62.02,44.05,5.79,793.7,26.07,14.34
2026-05-27 05:30:30+00:00,parcel_8,sugar_cane,risk,normal,64.9,44.05,5.79,851.16,27.48,10.66
2026-05-27 05:31:30+00:00,parcel_1,rice,normal,normal,66.39,44.05,5.79,505.15,25.46,
2026-05-27 05:31:30+00:00,parcel_2,rice,normal,normal,69.59,44.05,5.79,694.46,28.57,
2026-05-27 05:31:30+00:00,parcel_3,rice,risk,normal,65.39,44.05,5.79,555.39,29.25,
2026-05-27 05:31:30+00:00,parcel_4,rice,risk,normal,78.64,44.05,5.79,309.4,23.15,
2026-05-27 05:31:30+00:00,parcel_5,sugar_cane,normal,normal,60.0,44.05,5.79,817.99,29.71,2.66
2026-05-27 05:31:30+00:00,parcel_6,sugar_cane,normal,normal,87.11,44.05,5.79,735.73,22.67,4.22
2026-05-27 05:31:30+00:00,parcel_7,sugar_cane,risk,storm,89.29,44.05,5.79,185.94,17.43,37.22
2026-05-27 05:31:30+00:00,parcel_8,sugar_cane,risk,normal,79.48,44.05,5.79,675.99,22.88,6.02
2026-05-27 05:32:30+00:00,parcel_1,rice,normal,normal,64.88,44.05,5.79,430.23,27.11,
2026-05-27 05:32:30+00:00,parcel_2,rice,normal,normal,66.62,44.05,5.79,311.72,27.94,
2026-05-27 05:32:30+00:00,parcel_3,rice,risk,normal,65.8,44.05,5.79,324.55,25.4,
2026-05-27 05:32:30+00:00,parcel_4,rice,risk,storm,37.77,44.05,5.79,186.12,31.75,
2026-05-27 05:32:30+00:00,parcel_5,sugar_cane,normal,normal,72.68,44.05,5.79,458.87,26.79,1.78
2026-05-27 05:32:30+00:00,parcel_6,sugar_cane,normal,normal,64.26,44.05,5.79,592.94,25.9,13.6
2026-05-27 05:32:30+00:00,parcel_7,sugar_cane,risk,normal,66.22,44.05,5.79,430.03,26.84,3.49
2026-05-27 05:32:30+00:00,parcel_8,sugar_cane,risk,normal,70.09,44.05,5.79,509.81,27.75,5.92
2026-05-27 05:33:30+00:00,parcel_1,rice,normal,normal,77.98,44.05,5.79,722.8,20.47,
2026-05-27 05:33:30+00:00,parcel_2,rice,normal,normal,74.76,42.02,5.79,621.95,22.02,
2026-05-27 05:33:30+00:00,parcel_3,rice,risk,normal,64.82,48.19,5.79,791.17,26.03,
2026-05-27 05:33:30+00:00,parcel_4,rice,risk,normal,61.33,43.28,5.79,987.3,25.91,
2026-05-27 05:33:30+00:00,parcel_5,sugar_cane,normal,storm,46.09,44.05,5.79,257.19,12.15,23.28
2026-05-27 05:33:30+00:00,parcel_6,sugar_cane,normal,normal,62.14,44.05,5.79,516.41,25.83,12.61
2026-05-27 05:33:30+00:00,parcel_7,sugar_cane,risk,normal,82.43,44.05,5.79,863.81,25.62,6.6
2026-05-27 05:33:30+00:00,parcel_8,sugar_cane,risk,storm,35.86,44.05,5.79,104.34,34.11,24.63
2026-05-27 05:34:30+00:00,parcel_1,rice,normal,normal,86.35,44.05,5.79,440.78,21.65,
2026-05-27 05:34:30+00:00,parcel_2,rice,normal,normal,68.81,44.05,5.79,743.36,30.0,
2026-05-27 05:34:30+00:00,parcel_3,rice,risk,normal,80.45,44.05,5.79,486.73,22.4,
2026-05-27 05:34:30+00:00,parcel_4,rice,risk,normal,60.0,44.05,5.79,724.9,21.29,
2026-05-27 05:34:30+00:00,parcel_5,sugar_cane,normal,normal,84.9,44.05,5.79,535.4,27.96,18.46
2026-05-27 05:34:30+00:00,parcel_6,sugar_cane,normal,storm,87.19,44.05,5.79,109.97,32.97,43.59
2026-05-27 05:34:30+00:00,parcel_7,sugar_cane,risk,storm,57.91,44.05,5.79,132.13,19.33,24.07
2026-05-27 05:34:30+00:00,parcel_8,sugar_cane,risk,storm,49.31,44.05,5.79,116.4,29.66,36.34
2026-05-27 05:35:30+00:00,parcel_1,rice,normal,normal,83.27,44.05,5.79,580.52,29.26,
2026-05-27 05:35:30+00:00,parcel_2,rice,normal,normal,76.84,44.05,5.79,616.29,25.85,
2026-05-27 05:35:30+00:00,parcel_3,rice,risk,storm,89.21,44.05,5.79,109.45,21.61,
2026-05-27 05:35:30+00:00,parcel_4,rice,risk,storm,79.62,44.05,5.79,230.91,33.44,
2026-05-27 05:35:30+00:00,parcel_5,sugar_cane,normal,normal,81.01,44.05,5.79,900.99,22.39,5.11
2026-05-27 05:35:30+00:00,parcel_6,sugar_cane,normal,normal,80.23,44.05,5.79,996.4,21.5,0.42
2026-05-27 05:35:30+00:00,parcel_7,sugar_cane,risk,normal,88.65,44.05,5.79,392.12,25.27,19.44
2026-05-27 05:35:30+00:00,parcel_8,sugar_cane,risk,normal,64.86,44.05,5.79,656.2,28.98,3.25
2026-05-27 05:36:30+00:00,parcel_1,rice,normal,normal,89.29,44.05,5.79,999.73,23.31,
2026-05-27 05:36:30+00:00,parcel_2,rice,normal,storm,38.7,44.05,5.79,118.21,14.19,
2026-05-27 05:36:30+00:00,parcel_3,rice,risk,normal,81.37,44.05,5.79,571.78,25.41,
2026-05-27 05:36:30+00:00,parcel_4,rice,risk,normal,87.24,44.05,5.79,913.11,23.83,
2026-05-27 05:36:30+00:00,parcel_5,sugar_cane,normal,normal,61.89,44.05,5.79,676.48,20.82,0.09
2026-05-27 05:36:30+00:00,parcel_6,sugar_cane,normal,normal,89.59,44.05,5.79,303.81,28.85,13.26
2026-05-27 05:36:30+00:00,parcel_7,sugar_cane,risk,normal,65.13,44.05,5.79,414.47,23.57,13.27
2026-05-27 05:36:30+00:00,parcel_8,sugar_cane,risk,normal,85.73,44.05,5.79,318.43,24.77,16.8
2026-05-27 05:37:30+00:00,parcel_1,rice,normal,normal,68.11,44.05,5.79,339.05,23.3,
2026-05-27 05:37:30+00:00,parcel_2,rice,normal,normal,67.54,44.05,5.79,654.57,28.59,
2026-05-27 05:37:30+00:00,parcel_3,rice,risk,normal,74.64,44.05,5.79,329.59,24.21,
2026-05-27 05:37:30+00:00,parcel_4,rice,risk,normal,86.96,44.05,5.79,883.08,21.49,
2026-05-27 05:37:30+00:00,parcel_5,sugar_cane,normal,normal,86.21,44.05,5.79,343.71,22.97,9.4
2026-05-27 05:37:30+00:00,parcel_6,sugar_cane,normal,normal,86.35,44.05,5.79,613.0,26.25,7.9
2026-05-27 05:37:30+00:00,parcel_7,sugar_cane,risk,normal,70.82,44.05,5.79,973.63,26.58,0.07
2026-05-27 05:37:30+00:00,parcel_8,sugar_cane,risk,normal,66.24,44.05,5.79,955.16,25.44,12.28
2026-05-27 05:38:30+00:00,parcel_1,rice,normal,normal,61.73,42.88,5.79,702.52,28.86,
2026-05-27 05:38:30+00:00,parcel_2,rice,normal,normal,77.41,44.05,5.79,726.79,21.63,
2026-05-27 05:38:30+00:00,parcel_3,rice,risk,normal,67.41,44.05,5.79,762.35,22.92,
2026-05-27 05:38:30+00:00,parcel_4,rice,risk,normal,71.57,44.05,5.79,706.0,23.55,
2026-05-27 05:38:30+00:00,parcel_5,sugar_cane,normal,normal,65.13,44.05,5.79,606.75,20.92,5.45
2026-05-27 05:38:30+00:00,parcel_6,sugar_cane,normal,normal,80.31,44.05,5.79,673.15,24.3,13.87
2026-05-27 05:38:30+00:00,parcel_7,sugar_cane,risk,storm,35.05,44.05,5.79,210.25,28.77,44.59
2026-05-27 05:38:30+00:00,parcel_8,sugar_cane,risk,normal,83.02,44.05,5.79,930.13,22.81,15.9
2026-05-27 05:39:40+00:00,parcel_1,rice,normal,storm,73.55,44.05,5.79,103.61,39.43,
2026-05-27 05:39:40+00:00,parcel_2,rice,normal,normal,88.33,44.05,5.79,956.33,25.87,
2026-05-27 05:39:40+00:00,parcel_3,rice,risk,storm,23.8,44.05,5.79,232.99,27.38,
2026-05-27 05:39:40+00:00,parcel_4,rice,risk,storm,66.41,44.05,5.79,159.31,11.18,
2026-05-27 05:39:40+00:00,parcel_5,sugar_cane,normal,normal,72.73,44.05,5.79,436.11,27.44,5.8
2026-05-27 05:39:40+00:00,parcel_6,sugar_cane,normal,normal,77.83,44.05,5.79,592.84,25.0,4.16
2026-05-27 05:39:40+00:00,parcel_7,sugar_cane,risk,normal,74.5,44.05,5.79,606.79,20.44,13.36
2026-05-27 05:39:40+00:00,parcel_8,sugar_cane,risk,storm,40.21,44.05,5.79,137.41,38.41,29.03
2026-05-27 05:40:40+00:00,parcel_1,rice,normal,normal,70.88,44.05,5.79,937.01,22.97,
2026-05-27 05:40:40+00:00,parcel_2,rice,normal,storm,75.71,44.05,5.79,244.27,16.8,
2026-05-27 05:40:40+00:00,parcel_3,rice,risk,storm,78.86,44.05,5.79,242.49,14.93,
2026-05-27 05:40:40+00:00,parcel_4,rice,risk,normal,78.55,44.05,5.79,824.37,25.02,
2026-05-27 05:40:40+00:00,parcel_5,sugar_cane,normal,normal,67.6,44.05,5.79,702.1,24.66,3.95
2026-05-27 05:40:40+00:00,parcel_6,sugar_cane,normal,normal,63.93,44.05,5.79,880.26,28.15,7.73
2026-05-27 05:40:40+00:00,parcel_7,sugar_cane,risk,normal,81.22,44.05,5.79,757.74,24.81,10.12
2026-05-27 05:40:40+00:00,parcel_8,sugar_cane,risk,normal,62.28,44.05,5.79,341.12,30.0,11.52
2026-05-27 05:41:40+00:00,parcel_1,rice,normal,normal,80.53,44.05,5.79,528.01,22.43,
2026-05-27 05:41:40+00:00,parcel_2,rice,normal,normal,74.85,44.05,5.79,618.31,26.05,
2026-05-27 05:41:40+00:00,parcel_3,rice,risk,storm,79.75,44.05,5.79,124.42,25.72,
2026-05-27 05:41:40+00:00,parcel_4,rice,risk,storm,84.78,44.05,5.79,254.86,13.89,
2026-05-27 05:41:40+00:00,parcel_5,sugar_cane,normal,normal,82.3,44.05,5.79,658.7,21.14,16.38
2026-05-27 05:41:40+00:00,parcel_6,sugar_cane,normal,normal,62.5,44.05,5.79,953.68,23.9,10.08
2026-05-27 05:41:40+00:00,parcel_7,sugar_cane,risk,normal,85.62,44.05,5.79,569.99,23.94,9.82
2026-05-27 05:41:40+00:00,parcel_8,sugar_cane,risk,normal,67.59,44.05,5.79,536.26,22.36,16.12
2026-05-27 05:42:40+00:00,parcel_1,rice,normal,normal,74.13,44.05,5.79,537.24,23.93,
2026-05-27 05:42:40+00:00,parcel_2,rice,normal,normal,87.3,44.05,5.79,370.23,27.87,
2026-05-27 05:42:40+00:00,parcel_3,rice,risk,normal,74.5,44.05,5.79,812.95,20.44,
2026-05-27 05:42:40+00:00,parcel_4,rice,risk,normal,68.75,44.05,5.79,710.91,24.01,
2026-05-27 05:42:40+00:00,parcel_5,sugar_cane,normal,normal,64.88,44.05,5.79,628.74,24.45,4.86
2026-05-27 05:42:40+00:00,parcel_6,sugar_cane,normal,normal,84.64,44.05,5.79,376.78,24.08,2.85
2026-05-27 05:42:40+00:00,parcel_7,sugar_cane,risk,normal,69.13,44.05,5.79,540.98,23.65,16.96
2026-05-27 05:42:40+00:00,parcel_8,sugar_cane,risk,normal,72.6,44.05,5.79,746.84,30.0,16.58
2026-05-27 05:43:40+00:00,parcel_1,rice,normal,normal,83.09,44.05,5.79,921.74,27.22,
2026-05-27 05:43:40+00:00,parcel_2,rice,normal,normal,78.48,44.05,5.79,558.59,25.02,
2026-05-27 05:43:40+00:00,parcel_3,rice,risk,normal,79.52,44.05,5.79,643.8,28.15,
2026-05-27 05:43:40+00:00,parcel_4,rice,risk,normal,76.24,44.05,5.79,662.16,26.27,
2026-05-27 05:43:40+00:00,parcel_5,sugar_cane,normal,storm,34.62,44.05,5.79,219.42,22.59,22.19
2026-05-27 05:43:40+00:00,parcel_6,sugar_cane,normal,normal,86.98,44.05,5.79,684.1,23.9,5.07
2026-05-27 05:43:40+00:00,parcel_7,sugar_cane,risk,storm,55.11,44.05,5.79,253.22,34.12,40.38
2026-05-27 05:43:40+00:00,parcel_8,sugar_cane,risk,storm,79.52,44.05,5.79,116.89,23.94,37.87
2026-05-27 05:44:40+00:00,parcel_1,rice,normal,normal,64.77,44.05,5.79,518.52,23.19,
2026-05-27 05:44:40+00:00,parcel_2,rice,normal,normal,74.87,44.05,5.79,541.22,24.96,
2026-05-27 05:44:40+00:00,parcel_3,rice,risk,normal,60.2,44.05,5.79,668.71,28.25,
2026-05-27 05:44:40+00:00,parcel_4,rice,risk,storm,54.16,44.05,5.79,183.34,20.69,
2026-05-27 05:44:40+00:00,parcel_5,sugar_cane,normal,normal,82.89,44.05,5.79,508.41,21.34,1.34
2026-05-27 05:44:40+00:00,parcel_6,sugar_cane,normal,normal,83.03,44.05,5.79,690.66,27.66,11.24
2026-05-27 05:44:40+00:00,parcel_7,sugar_cane,risk,normal,72.89,44.05,5.79,537.02,23.88,0.35
2026-05-27 05:44:40+00:00,parcel_8,sugar_cane,risk,normal,90.0,44.05,5.79,797.43,24.35,5.52
2026-05-27 05:45:40+00:00,parcel_1,rice,normal,normal,81.22,44.05,5.79,821.56,30.0,
2026-05-27 05:45:40+00:00,parcel_2,rice,normal,normal,76.28,44.05,5.79,531.2,20.54,
2026-05-27 05:45:40+00:00,parcel_3,rice,risk,normal,66.22,44.05,5.79,924.21,26.84,
2026-05-27 05:45:40+00:00,parcel_4,rice,risk,storm,37.04,44.05,5.79,228.3,12.84,
2026-05-27 05:45:40+00:00,parcel_5,sugar_cane,normal,normal,63.73,44.05,5.79,566.41,20.46,0.23
2026-05-27 05:45:40+00:00,parcel_6,sugar_cane,normal,normal,79.6,44.05,5.79,490.45,30.0,19.74
2026-05-27 05:45:40+00:00,parcel_7,sugar_cane,risk,normal,63.95,44.05,5.79,643.5,21.79,7.73
2026-05-27 05:45:40+00:00,parcel_8,sugar_cane,risk,normal,63.31,44.05,5.79,889.17,23.96,15.98
2026-05-27 05:46:40+00:00,parcel_1,rice,normal,normal,88.96,44.05,5.79,632.32,26.64,
2026-05-27 05:46:40+00:00,parcel_2,rice,normal,normal,72.6,44.05,5.79,425.85,23.03,
2026-05-27 05:46:40+00:00,parcel_3,rice,risk,normal,86.49,44.05,5.79,776.23,24.24,
2026-05-27 05:46:40+00:00,parcel_4,rice,risk,storm,25.98,44.05,5.79,258.31,27.03,
2026-05-27 05:46:40+00:00,parcel_5,sugar_cane,normal,normal,68.36,44.05,5.79,629.21,28.65,4.85
2026-05-27 05:46:40+00:00,parcel_6,sugar_cane,normal,storm,58.09,44.05,5.79,184.11,36.73,22.31
2026-05-27 05:46:40+00:00,parcel_7,sugar_cane,risk,storm,68.47,44.05,5.79,128.25,35.66,39.8
2026-05-27 05:46:40+00:00,parcel_8,sugar_cane,risk,normal,78.79,44.05,5.79,742.1,21.38,5.66
2026-05-27 05:47:40+00:00,parcel_1,rice,normal,normal,80.28,44.05,5.79,437.89,23.66,
2026-05-27 05:47:40+00:00,parcel_2,rice,normal,normal,78.13,44.05,5.79,765.71,25.18,
2026-05-27 05:47:40+00:00,parcel_3,rice,risk,normal,60.0,44.05,5.79,946.15,20.32,
2026-05-27 05:47:40+00:00,parcel_4,rice,risk,normal,75.85,44.05,5.79,353.96,28.95,
2026-05-27 05:47:40+00:00,parcel_5,sugar_cane,normal,storm,69.76,44.05,5.79,244.38,31.83,24.56
2026-05-27 05:47:40+00:00,parcel_6,sugar_cane,normal,normal,60.0,44.05,5.79,894.05,27.47,18.69
2026-05-27 05:47:40+00:00,parcel_7,sugar_cane,risk,normal,75.28,44.05,5.79,753.29,23.84,11.07
2026-05-27 05:47:40+00:00,parcel_8,sugar_cane,risk,storm,78.58,44.05,5.79,121.2,29.11,28.58
2026-05-27 05:48:40+00:00,parcel_1,rice,normal,normal,75.2,44.05,5.79,706.55,23.02,
2026-05-27 05:48:40+00:00,parcel_2,rice,normal,normal,76.11,44.05,5.79,650.91,27.21,
2026-05-27 05:48:40+00:00,parcel_3,rice,risk,normal,60.68,44.05,5.79,438.69,22.51,
2026-05-27 05:48:40+00:00,parcel_4,rice,risk,normal,82.46,44.05,5.79,892.78,27.56,
2026-05-27 05:48:40+00:00,parcel_5,sugar_cane,normal,normal,66.4,44.05,5.79,709.1,25.02,4.01
2026-05-27 05:48:40+00:00,parcel_6,sugar_cane,normal,normal,81.35,44.05,5.79,894.33,26.95,3.96
